index	video	video_path	duration	domain	candidates	sub_category	task_type	subtitle_path	question	answer	prediction	score
1805	w0Wmc8C0Eq0	./video/w0Wmc8C0Eq0.mp4	long	Knowledge	['A. It was built by Russia and China.', 'B. The length of it is 9289km.', 'C. It was completed in 1916.', 'D. French loans helped a lot in the process of building it.']	Humanity & History	Attribute Perception	./subtitle/w0Wmc8C0Eq0.srt	In line with the video evidence, which of the following statements about the world's longest railway line is not correct?	A	C	0.0
1806	7D-gxaie6UI	./video/7D-gxaie6UI.mp4	long	Knowledge	['A. Tuberculosis.', 'B. Malaria.', 'C. Cholera.', 'D. Typhoid.']	Humanity & History	Object Reasoning	./subtitle/7D-gxaie6UI.srt	In accordance with the video footage, which of the following diseases causes the most deaths?	A	A	1.0
1807	7D-gxaie6UI	./video/7D-gxaie6UI.mp4	long	Knowledge	['A. The prevalence of TB in colonial territories.', 'B. TB spread to the working class.', 'C. Mycobacterium tuberculosis has a thick cell wall that makes it resistant to infection-fighting cells.', 'D. The course of the disease can be unpredictable, causing death within a few weeks or over many years.']	Humanity & History	Object Recognition	./subtitle/7D-gxaie6UI.srt	What was the event that put an end to the romanticization of TB in the video?	B	B	1.0
1808	7D-gxaie6UI	./video/7D-gxaie6UI.mp4	long	Knowledge	"['A. Roughly 30% of all northern Europeans were dying of TB, most of them were artists and writers.', 'B. The consumption was thought to be only prevelant in white people.', 'C. TB was incurable.', 'D. Southern California came to be known as ""the land of new lungs"" for the reason that the air there can heal TB diseases.']"	Humanity & History	Object Reasoning	./subtitle/7D-gxaie6UI.srt	Based on the video, which of the following statements is correct?	B	C	0.0
1809	0RxMZBLeqRI	./video/0RxMZBLeqRI.mp4	long	Knowledge	['A. The rise and fall of Gypsies.', 'B. How the Gypsies developed into the Roma.', 'C. The history of the Gypsies.', 'D. How the Roma became so prosperous.']	Humanity & History	Information Synopsis	./subtitle/0RxMZBLeqRI.srt	What is the video mainly about?	C	C	1.0
1810	0RxMZBLeqRI	./video/0RxMZBLeqRI.mp4	long	Knowledge	['A. Slavery was abolished.', 'B. They became increasingly enslaved in the Balkans as the Ottomans expanded their territory.', 'C. They fought with Selic.', 'D. They separated from the Turks.']	Humanity & History	Temporal Reasoning	./subtitle/0RxMZBLeqRI.srt	As depicted in the video, what happened when the Gypsies migrated to Europe?	C	B	0.0
1811	0RxMZBLeqRI	./video/0RxMZBLeqRI.mp4	long	Knowledge	"[""A. The Gypsies didn't know their origin because of the lack of written language."", ""B. In England, the character 'V' on the skin of a Roma meant that he/she had tried to escape."", 'C. The Gypsies escaped from enslavement by living in the countryside.', 'D. Several massacres and programs of gypsies took place in Germany during WW2.']"	Humanity & History	Object Reasoning	./subtitle/0RxMZBLeqRI.srt	Which of the following statements is not correct according to what is shown in the video?	B	A	0.0
1812	xKiRmesHWIA	./video/xKiRmesHWIA.mp4	long	Knowledge	['A. What did the French gain from World War One.', 'B. Why the Austro-Hungarian Empire was divided.', 'C. The process of World War One.', 'D. How the Austro-Hungarian Empire rises and falls.']	Humanity & History	Information Synopsis	./subtitle/xKiRmesHWIA.srt	What's the main idea of the video?	D	D	1.0
1813	xKiRmesHWIA	./video/xKiRmesHWIA.mp4	long	Knowledge	['A. The tolerance towards its minorities that makes them strong enough.', 'B. The WW1.', 'C. The communist revolution in Russia.', 'D. The uneven economic growth between the two regions.']	Humanity & History	Object Recognition	./subtitle/xKiRmesHWIA.srt	Which of the following things mentioned in the video was not the cause of the split of the country?	A	A	1.0
1814	xKiRmesHWIA	./video/xKiRmesHWIA.mp4	long	Knowledge	['A. The impassable Alps.', 'B. The defense forces of Western Europe and Russia.', 'C. The battlefield between Western Europe and Russia.', 'D. A buffer zone between Western Europe and Russia.']	Humanity & History	Object Reasoning	./subtitle/xKiRmesHWIA.srt	In the middle of the video a shield appears on a mountain in Central Europe, what does this stand for?	D	B	0.0
1815	uC8TK7GH85o	./video/uC8TK7GH85o.mp4	long	Knowledge	"['A. Summary of battles waged by Napoleon.', ""B. Comments on Napoleon's achievements."", 'C. Criticism of Napoleon.', 'D. How Napoleon became so successful.']"	Humanity & History	Temporal Perception	./subtitle/uC8TK7GH85o.srt	What is the first minute of the video about?	B	D	0.0
1816	uC8TK7GH85o	./video/uC8TK7GH85o.mp4	long	Knowledge	['A. In the code made by him, a wife had no right to decide on where to live.', 'B. He was born on an island that was under the control of Corsica at that time.', 'C. He attained the rank of brigadier general at the age of 23.', 'D. His career was stalled because he disagreed with the Jacobin faction.']	Humanity & History	Object Reasoning	./subtitle/uC8TK7GH85o.srt	In line with the video evidence, which of the following statements about Napoleon is correct?	A	B	0.0
1817	uC8TK7GH85o	./video/uC8TK7GH85o.mp4	long	Knowledge	['A. Two.', 'B. Three.', 'C. One.', 'D. Four.']	Humanity & History	Counting Problem	./subtitle/uC8TK7GH85o.srt	Throughout the video, how many scholars in total show up in the video and comment on Napoleon?	B	B	1.0
1818	zxKPjD8urG4	./video/zxKPjD8urG4.mp4	long	Knowledge	"['A. Secrets about Rome found underwater.', 'B. How Rome grew into an empire.', ""C. The Roman Maritime's prosperity."", 'D. The high technologies used to detect sank ships.']"	Humanity & History	Information Synopsis	./subtitle/zxKPjD8urG4.srt	Which are the primary themes explored in the video?	A	C	0.0
1819	zxKPjD8urG4	./video/zxKPjD8urG4.mp4	long	Knowledge	"['A. The cargo in the lost port might be transported to Rome by the natural channel of the Tiber River.', ""B. At its peak, the Roman Empire's territory encompassed parts of Asia, most of Europe, and a portion of North Africa."", 'C. Experts guess there may be a port near Rome because there are records about it and the vast food need of Rome.', 'D. The hexagonal lake was probably used for unloading cargo.']"	Humanity & History	Action Reasoning	./subtitle/zxKPjD8urG4.srt	In accordance with the video footage, which of the following statements is not correct?	A	D	0.0
1820	zxKPjD8urG4	./video/zxKPjD8urG4.mp4	long	Knowledge	"['A. They were stored on either side of the keel.', ""B. It's mainly made of silver and gold."", 'C. The team found 22 of them.', 'D. They were stamped with the letters meaning emperor.']"	Humanity & History	Attribute Perception	./subtitle/zxKPjD8urG4.srt	Based on the video, which of the statements is not correct about the the metal ingots in the drained wreck?	B	B	1.0
1821	BoBapnk6TB8	./video/BoBapnk6TB8.mp4	long	Knowledge	['A. They include a huge statue on an island.', 'B. Only the Giza pyramid survives.', 'C. Two of them in Egypt have not been found yet.', 'D. There are two of them in Egypt.']	Humanity & History	Attribute Perception	./subtitle/BoBapnk6TB8.srt	As depicted in the video, which of the following statements about the seven wonders of the ancient world is not correct?	C	A	0.0
1822	BoBapnk6TB8	./video/BoBapnk6TB8.mp4	long	Knowledge	['A. It acted as a landmark.', 'B. It stood in a beautiful city.', 'C. It is estimated to be as high as a 30-story building.', 'D. A door can be accurately reconstructed in 3D images.']	Humanity & History	Object Reasoning	./subtitle/BoBapnk6TB8.srt	As depicted in the video, which of the following statements about the Lighthouse of Alexandria is not correct?	C	D	0.0
1823	BoBapnk6TB8	./video/BoBapnk6TB8.mp4	long	Knowledge	['A. Sediment that makes the waters turbid.', 'B. The depth of the lake.', 'C. The Crocodiles.', 'D. Its accurate location is unknown.']	Humanity & History	Object Reasoning	./subtitle/BoBapnk6TB8.srt	According to what is shown in the video, which is the most important element that makes it difficult to dive into Lake Nasser to find the lost fort?	C	A	0.0
1824	HProiNnmGwI	./video/HProiNnmGwI.mp4	long	Knowledge	"[""A. The Crusades' successive expeditions to the East."", 'B. The Fourth Crusade and the Fall of Constantinople.', 'C. The First Crusade and the Conquest of Jerusalem.', 'D. The foundation of the Kingdom of Jerusalem.']"	Humanity & History	Information Synopsis	./subtitle/HProiNnmGwI.srt	What is the primary focus of the video?	C	C	1.0
1825	HProiNnmGwI	./video/HProiNnmGwI.mp4	long	Knowledge	['A. The Crusaders won the first battle after they landed in Asia Minor.', 'B. Pope Gregory waged a campaign against the Muslim world.', 'C. The Third Crusade was held to conquer Russia.', 'D. The Muslim empires experienced divisions before the Crusade arrived.']	Humanity & History	Attribute Perception	./subtitle/HProiNnmGwI.srt	Which of the following statements is correct according to the video?	D	D	1.0
1826	HProiNnmGwI	./video/HProiNnmGwI.mp4	long	Knowledge	['A. They came back to Europe.', 'B. They stayed in Constantinople for the rest of the year.', 'C. They marched on Constantinople.', 'D. They besieged Jerusalem.']	Humanity & History	Temporal Reasoning	./subtitle/HProiNnmGwI.srt	In line with the video evidence, what happened after the Crusaders conques Antioch?	D	D	1.0
1827	O7zcPvQDIMU	./video/O7zcPvQDIMU.mp4	long	Knowledge	"['A. The terrifying reality of Medieval life during the Norman invasion.', 'B. The Battle of Stamford Bridge and Hastings.', 'C. The battle between Harold and William.', ""D. Anglo-Saxon's fall in England.""]"	Humanity & History	Information Synopsis	./subtitle/O7zcPvQDIMU.srt	What is the best title for this video?	A	A	1.0
1828	O7zcPvQDIMU	./video/O7zcPvQDIMU.mp4	long	Knowledge	"[""A. Harold's coronation."", 'B. The marriage of William.', 'C. The Norman army landed on Hasting.', ""D. Edward's demise.""]"	Humanity & History	Temporal Reasoning	./subtitle/O7zcPvQDIMU.srt	In accordance with the video footage, which of the following events happened after the battle at Standford Bridge?	C	C	1.0
1829	O7zcPvQDIMU	./video/O7zcPvQDIMU.mp4	long	Knowledge	['A. His eldest son succeeded him as King of England.', 'B. He died on Sept. 9th.', 'C. His army killed Harold at Standford Bridge.', 'D. He lose the battle of Hastings.']	Humanity & History	Object Reasoning	./subtitle/O7zcPvQDIMU.srt	Which of the following statements about William the Conquer is true based on the video?	B	B	1.0
1830	H8fGd3fCJbg	./video/H8fGd3fCJbg.mp4	long	Knowledge	"[""A. Apollo didn't touch Daphne's skin physically."", 'B. Apollo tried to grab Daphne.', 'C. Apollo had curly hair in the sculpture.', ""D. Daphne's fingertips took root.""]"	Literature & Art	Action Recognition	./subtitle/H8fGd3fCJbg.srt	"Based on the video, what is not true about the artwork ""Apollo and Daphne""?"	D	A	0.0
1831	H8fGd3fCJbg	./video/H8fGd3fCJbg.mp4	long	Knowledge	"['A. ""The rape of  Persephone"", ""Apollo and Daphne"", ""David"" and ""Aeneas, Anchises, and Ascanius fleeing Troy"".', 'B. ""David"", ""Aeneas, Anchises, and Ascanius fleeing Troy"", ""Apollo and Daphne"" and ""The rape of  Persephone"".', 'C. ""Apollo and Daphne"", ""Aeneas, Anchises, and Ascanius fleeing Troy"", ""David"" and ""The rape of  Persephone"".', 'D. ""Aeneas, Anchises, and Ascanius fleeing Troy"", ""David"", ""The rape of  Persephone"" and ""Apollo and Daphne"".']"	Literature & Art	Temporal Reasoning	./subtitle/H8fGd3fCJbg.srt	As depicted in the video, in what order does the author present Bernini's four masterpieces created for Borghese in a single scene?	D	A	0.0
1832	H8fGd3fCJbg	./video/H8fGd3fCJbg.mp4	long	Knowledge	"['A. David opened his mouth slightly to breathe better.', 'B. David tried to kill the youth Acis in the statue.', ""C. Bernini's David portrayed the biblical hero in contemplation."", 'D. The contrast between the two famous ""David"" showed the move from Renaissance to Baroque.']"	Literature & Art	Object Reasoning	./subtitle/H8fGd3fCJbg.srt	What is true about Bernini's David as described in the video?	D	D	1.0
1833	GLW9omJfAdk	./video/GLW9omJfAdk.mp4	long	Knowledge	['A. Borned with humble background and lived in seclusion in a farmhouse.', 'B. Borned with a humble background, entered the upper class and then lived in seclusion in a farmhouse.', 'C. Borned with a humble background, lived in seclusion in a farmhouse and then entered the upper class.', 'D. Borned in the upper class and lived in seclusion in a farmhouse.']	Literature & Art	Temporal Reasoning	./subtitle/GLW9omJfAdk.srt	How was his life journey according to the video?	B	B	1.0
1834	GLW9omJfAdk	./video/GLW9omJfAdk.mp4	long	Knowledge	['A. After regaining his crown, Ferdinand VII became modest and support the principles of the Enlightenment.', 'B. Goya was very dissatisfied with Ferdinand VII at first.', 'C. After the French invasion, Ferdinand VII died soon.', 'D. Goya had always supported revolutionaries from France.']	Literature & Art	Object Reasoning	./subtitle/GLW9omJfAdk.srt	As depicted in the video, which of the following statements about Goya and the historical background is correct?	B	B	1.0
1835	GLW9omJfAdk	./video/GLW9omJfAdk.mp4	long	Knowledge	"['A. The extra man sitting among the Fates might be Goya himself.', 'B. Clotho was holding the thread of life in the painting.', ""C. The painting expresses Goya's helplessness and unwillingness towards his children's death."", 'D. Atropos was carrying scissors, deciding whether cutting the thread of life.']"	Literature & Art	Action Reasoning	./subtitle/GLW9omJfAdk.srt	"According to what is shown in the video, which of the following statements about the painting ""Altropos (the Fates)"" is not correct?"	B	C	0.0
1836	ElWG0_kjy_Y	./video/ElWG0_kjy_Y.mp4	long	Knowledge	"[""A. Da Vinci's tragic life journey."", ""B. Da Vinci's talent in both art and science."", 'C. Whose portrait is Mona Lisa?', ""D. Da Vinci's masterpiece-Mona Lisa.""]"	Literature & Art	Information Synopsis	./subtitle/ElWG0_kjy_Y.srt	What is the main idea of the video?	D	D	1.0
1837	ElWG0_kjy_Y	./video/ElWG0_kjy_Y.mp4	long	Knowledge	"['A. It lacks drama.', ""B. It might be Lisa del Giacondo's portrait."", 'C. The expression appears to change depending on the angle from which it is viewed.', 'D. There is no jewelry in the painting because the protagonist was bankrupt.']"	Literature & Art	Object Reasoning	./subtitle/ElWG0_kjy_Y.srt	What is not true about the painting based on the video?	D	D	1.0
1838	ElWG0_kjy_Y	./video/ElWG0_kjy_Y.mp4	long	Knowledge	"['A. Psychology of visual perception.', ""B. The 'Spolvaro' Technique."", 'C. Facial anatomy.', 'D. Sfumato and Chiaroscuro techniques.']"	Literature & Art	Object Reasoning	./subtitle/ElWG0_kjy_Y.srt	As depicted in the video, which of the following knowledge and techniques doesn't contribute to Mona Lisa's mysterious smile?	B	B	1.0
1839	wCkQ138sg6M	./video/wCkQ138sg6M.mp4	long	Knowledge	['A. Dancing.', 'B. Playing the violin.', 'C. Playing the piano.', 'D. Conducting the orchestra.']	Literature & Art	Action Recognition	./subtitle/wCkQ138sg6M.srt	What is the standing man in the black shirt doing in the first minute of the video?	D	D	1.0
1840	wCkQ138sg6M	./video/wCkQ138sg6M.mp4	long	Knowledge	['A. Father and son.', 'B. Grandfather and grandson.', 'C. Employer and employee.', 'D. Teacher and student.']	Literature & Art	Action Reasoning	./subtitle/wCkQ138sg6M.srt	According to what is shown in the video, what might be the relationship between the old man in a white shirt and the standing man in a black shirt?	D	D	1.0
1841	wCkQ138sg6M	./video/wCkQ138sg6M.mp4	long	Knowledge	"['A. Using as many gestures as possible to make the players well-conducted.', 'B. Maintaining a high level of energy and focus throughout the performance.', 'C. Effective Facial Expressions.', ""D. The young conductor shouldn't allowed the tempo to get very slow in one section which was different from the author's idea.""]"	Literature & Art	Attribute Perception	./subtitle/wCkQ138sg6M.srt	In accordance with the video footage, which of the following suggestions is not given by the old man?	A	A	1.0
1842	LCfBYE97rFk	./video/LCfBYE97rFk.mp4	long	Knowledge	['A. Talking with colleagues.', 'B. Designing.', 'C. Reading her e-mail.', 'D. Accomplishing nothing.']	Literature & Art	Temporal Reasoning	./subtitle/LCfBYE97rFk.srt	What does Paula Scher often do when she sits down at her desk as depicted in the video?	C	B	0.0
1843	LCfBYE97rFk	./video/LCfBYE97rFk.mp4	long	Knowledge	['A. It gives local people a sense of identity.', 'B. It is called the emotional sign system.', 'C. Posters standing at every spot look similar in the scenery.', 'D. The design contains the name of the street.']	Literature & Art	Attribute Perception	./subtitle/LCfBYE97rFk.srt	According to what is shown in the video, what is not true about the design for local people after the disaster?	C	C	1.0
1844	LCfBYE97rFk	./video/LCfBYE97rFk.mp4	long	Knowledge	['A. Passionate for feminism.', 'B. Hard-working.', 'C. Patient.', 'D. Imaginative.']	Literature & Art	Object Reasoning	./subtitle/LCfBYE97rFk.srt	In line with the video evidence, which of the following features can not describe Paula Scher?	A	A	1.0
1845	aansXcMqnNk	./video/aansXcMqnNk.mp4	long	Knowledge	['A. It contains 10 stages.', 'B. The artworks contain very fine lines in some places.', 'C. It includes the steaming process.', 'D. Artists paint on the cloth.']	Literature & Art	Attribute Perception	./subtitle/aansXcMqnNk.srt	What is not true about Kyo-yuzen technique based on the video?	A	C	0.0
