task_type	prefix	duration	video	question	answer	candidates	index	prediction	score
ego	video/3_ego	480.0	ego_20.mp4	Where was the bunch of nail before I took it?	In my pocket	['On the floor', 'In my pocket', 'In the garbage can', 'In the toolbox']	921	(A) On the floor	1.0
ego	video/3_ego	480.03333333333336	ego_66.mp4	Where was the insulated drink cup?	on table	['on table', 'in the refrigerator', 'in the dishwasher', 'in the car']	920	(A) on table	0.0
ego	video/3_ego	480.03333333333336	ego_66.mp4	In what room did I see a silver bucket?	in the bedroom	['in the bathroom', 'in the kitchen', 'in the bedroom', 'in the living room']	1160	(D) in the living room	0.0
ego	video/3_ego	480.03333333333336	ego_66.mp4	Where was the can ?	in the hand 	['under the bed', 'in the fridge', 'on the table', 'in the hand ']	1178	(C) on the table	1.0
ego	video/3_ego	480.0	ego_5.mp4	Did I pick up the green herdez jar?	Yes.	"[""I don't know."", 'No.', 'Yes.', 'I picked up the red herdez jar.']"	922	(B) No.	0.0
ego	video/3_ego	480.0	ego_5.mp4	Did I pick up the yellow jar?	Yes.	"['Yes.', 'Maybe.', 'No.', ""I don't know.""]"	923	(C) No.	0.0
ego	video/3_ego	480.0	ego_5.mp4	Did I pick up the paper plate bundle?	Yes.	"['I lost it.', ""I don't remember."", 'No.', 'Yes.']"	1228	(C) No.	0.0
ego	video/3_ego	480.0	ego_4.mp4	What did I put in the basket?	Cream and Tablets	['Apples and Oranges', 'Cream and Tablets', 'Pens and Paper', 'Milk and Bread']	925	(D) Milk and Bread	1.0
ego	video/3_ego	1200.0333333333333	ego_47.mp4	How many holes did I first drill in the wood? 	4	['4', '6', '2', '8']	927	(C) 2	0.0
ego	video/3_ego	1200.0333333333333	ego_47.mp4	What word was written on the hammer? 	husky	['pliers', 'husky', 'wrench', 'screwdriver']	969	(B) husky	0.0
ego	video/3_ego	1200.0333333333333	ego_47.mp4	How many nails did I first drive into the wood? 	1	['1', '3', '2', '0']	1046	(C) 2	1.0
ego	video/3_ego	1200.0333333333333	ego_47.mp4	How many holes did I last drill into the wood? 	4	['2', '1', '3', '4']	1068	(C) 3	1.0
ego	video/3_ego	1200.0333333333333	ego_47.mp4	What word was written on the tape measure? 	dewalt	['bosch', 'stanley', 'dewalt', 'makita']	1090	(B) stanley	1.0
ego	video/3_ego	1200.0333333333333	ego_47.mp4	How many tool boxes are on the floor? 	2	['3', '4', '1', '2']	1186	(D) 2	1.0
ego	video/3_ego	418.0333332874998	ego_3.mp4	Who did I interact with when I was holding the orange basket?	Black t-shirt man	['Blue jacket boy', 'Red hat woman', 'Black t-shirt man', 'White dress girl']	928	(B) Red hat woman	1.0
ego	video/3_ego	418.0333332874998	ego_3.mp4	Where did I last put the orange top hanger?	On the front hanger rack	['In the laundry basket', 'On the bedroom floor', 'In the back of the closet', 'On the front hanger rack']	929	(D) On the front hanger rack	0.0
ego	video/3_ego	418.0333332874998	ego_3.mp4	Where did I last put the white furry scarf?	On the marble counter	['In the car', 'In the backyard', 'On the marble counter', 'In the closet']	931	(D) In the closet	0.0
ego	video/3_ego	418.0333332874998	ego_3.mp4	Where was the yellow shoe before I picked it up?	On the floor	['In the closet', 'In the car', 'On the table', 'On the floor']	934	(D) On the floor	1.0
ego	video/3_ego	418.0333332874998	ego_3.mp4	Where did I put the white color top hanger?	On the Lower right hanger	['In the middle drawer', 'On the Lower right hanger', 'In the shoe rack', 'On the upper left hanger']	935	(D) On the upper left hanger	1.0
ego	video/3_ego	418.0333332874998	ego_3.mp4	How many purses were kept on the display table?	Two.	['Three', 'Four', 'Two.', 'One']	937	(C) Two.	0.0
ego	video/3_ego	418.0333332874998	ego_3.mp4	How many ties were kept on the display table?	Four.	['Eight', 'Four.', 'Two', 'Six']	940	(C) Two	0.0
ego	video/3_ego	418.0333332874998	ego_3.mp4	How many belts were kept on the display table?	Four.	['Four.', 'Six', 'Eight', 'Two']	1175	(A) Four.	1.0
topic_reasoning	video/7_topic_reasoning	418.06	ego_3.mp4	In this first-person video, what is the first-person character doing?	Trying on clothes	['Trying on jewelry', 'Trying on a tie', 'Trying on clothes', 'Trying on shoes']	2115	(C) Trying on clothes	0.0
ego	video/3_ego	480.0	ego_69.mp4	Where was the red plastic shopping basket before she picked it up?	On the floor	['On the floor', 'In her hand', 'On the shelf', 'In the shopping cart']	932	(A) On the floor	1.0
ego	video/3_ego	480.0	ego_69.mp4	Who did I interact with when I entered the clothing store?	Grey t-shirt man	['Yellow dress girl', 'Grey t-shirt man', 'Red hat woman', 'Blue jeans boy']	1030	(C) Red hat woman	0.0
ego	video/3_ego	480.0	ego_69.mp4	Who did I talk to near the counter?	Blue t-shirt man	['Blue t-shirt man', 'Red hat woman', 'White sneakers boy', 'Black jacket girl']	1048	(A) Blue t-shirt man	0.0
ego	video/3_ego	480.0	ego_69.mp4	Where was the red ketchup bottle?	Next to the bakery counter	['In the refrigerator', 'In the pantry', 'Next to the bakery counter', 'On the top shelf']	1170	(C) Next to the bakery counter	0.0
ego	video/3_ego	480.0	ego_69.mp4	Where was the weighing scale?	Next to the fruits	['On top of the refrigerator', 'Inside the pantry', 'In the bathroom', 'Next to the fruits']	1183	(D) Next to the fruits	0.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	How many eggs did I pick?	3	['3', '2', '4', '1']	933	(B) 2	0.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	What did I put in the egg yolk?	bread	['milk', 'cheese', 'bread', 'butter']	942	(B) cheese	0.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	What did i put in the pan?	Butter	['Salt', 'Sugar', 'Butter', 'Oil']	954	(C) Butter	1.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	Where did I put the butter?	on the counter top	['on the counter top', 'in the refrigerator', 'in the pantry', 'in the microwave']	975	(A) on the counter top	1.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	Where did I put the plate?	In the sink	['In the dishwasher', 'In the fridge', 'On the counter', 'In the sink']	1038	(C) On the counter	1.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	How many mugs did i see on the counter top?	3	['2', '3', '4', '1']	1054	(D) 1	1.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	What did I put in the plate	yolk	['spaghetti', 'lettuce', 'yolk', 'bread']	1075	(C) yolk	1.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	What did I put in the plastic bag?	Banana peel	['Apple core', 'Orange peel', 'Empty soda can', 'Banana peel']	1095	(C) Empty soda can	1.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	Where was the bread before I picked it?	In the refrigerator	['In the refrigerator', 'In the oven', 'On the kitchen counter', 'At the grocery store']	1172	(C) On the kitchen counter	0.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	How many knives did I see in the cabinet?	4	['3', '2', '4', '1']	1190	(D) 1	1.0
ego	video/3_ego	1200.0333333333333	ego_81.mp4	How many jars did I see in the cabinet?		['2', '5', '10', '']	1207	(D)	0.0
ego	video/3_ego	480.03333333333376	ego_32.mp4	What did I put in the red tray?	A screw driver.	['A wrench', 'A hammer', 'A pair of pliers', 'A screw driver.']	936	(D) A screw driver.	1.0
ego	video/3_ego	480.03333333333376	ego_32.mp4	Where did I put the red cap bottle?	In the shelf.	['On the table', 'In the shelf.', 'Under the bed', 'In the fridge']	1174	(A) On the table	1.0
ego	video/3_ego	480.03333333333376	ego_32.mp4	Did I leave the drawer open?	No	"['Maybe', 'Yes', ""I don't know"", 'No']"	1241	(D) No	0.0
ego	video/3_ego	447.0	ego_63.mp4	Where was the polishing machine?	in the box	['in the box', 'outside the room', 'on the table', 'under the chair']	939	(C) on the table	1.0
ego	video/3_ego	447.0	ego_63.mp4	Did I leave the room door open?	yes	"['yes', 'maybe', ""I don't know"", 'no']"	952	A) yes	1.0
ego	video/3_ego	447.0	ego_63.mp4	Did I throw the papers in the trash bin?	Yes	"['No', 'Maybe', ""I don't know"", 'Yes']"	970	A	0.0
ego	video/3_ego	447.0	ego_63.mp4	Did I leave the storeroom door open?	no	"['yes', ""I don't know"", 'no', 'maybe']"	982	(C) no	1.0
ego	video/3_ego	447.0	ego_63.mp4	Where did I keep the wood base panel?	in the room	['in the room', 'under the bed', 'in the kitchen', 'in the garage']	992	(A) in the room	0.0
ego	video/3_ego	447.0	ego_63.mp4	Where did I put the trashcan?	In the truck	['In the kitchen', 'In the truck', 'On the roof', 'Under the bed']	1052	(C) On the roof	1.0
ego	video/3_ego	447.0	ego_63.mp4	Where did I put the wooden rack?	inside store room	['inside store room', 'on the balcony', 'in the kitchen', 'under the bed']	1062	(A) inside store room	0.0
ego	video/3_ego	447.0	ego_63.mp4	Did I throw the papers in the trash bin?	Yes	"['Maybe', 'Yes', 'No', ""I don't know""]"	1070	(C) No	0.0
ego	video/3_ego	447.0	ego_63.mp4	Where did I put the white bucket?	in the room	['in the car', 'outside', 'in the room', 'in the kitchen']	1091	(C) in the room	0.0
ego	video/3_ego	447.0	ego_63.mp4	What did I put in the cabinet?	white box	['blue book', 'red ball', 'green vase', 'white box']	1101	(D) white box	0.0
ego	video/3_ego	447.0	ego_63.mp4	Where was the empty paint bucket before i kept inside the store room?	outside house	['in the garage', 'outside house', 'in the kitchen', 'in the living room']	1120	(B) outside house	0.0
ego	video/3_ego	447.0	ego_63.mp4	What did i put in the trash bin?	scrap paper manuals	['empty soda cans', 'banana peels', 'plastic bottles', 'scrap paper manuals']	1182	(D) scrap paper manuals	1.0
ego	video/3_ego	447.0	ego_63.mp4	Where was the fevicol?	in the room	['under the bed', 'on the shelf', 'outside the house', 'in the room']	1187	(D) in the room	1.0
ego	video/3_ego	447.0	ego_63.mp4	Where was the cabinet after I removed it?	in the cupboard	['in the garage', 'in the attic', 'on the floor', 'in the cupboard']	1208	(C) on the floor	0.0
ego	video/3_ego	447.0	ego_63.mp4	Did I cut down the wood strip?	yes	"['no', ""I don't know"", 'yes', 'maybe not']"	1227	(C) yes	0.0
ego	video/3_ego	480.0	ego_28.mp4	How many boxes did I pick up? 	two	['four', 'one', 'two', 'three']	943	(B) one	1.0
ego	video/3_ego	480.0	ego_28.mp4	Where was the square bucket before I picked it up?	in the garden area	['in the garden area', 'in the kitchen', 'on the roof', 'under the bed']	955	(C) on the roof	0.0
ego	video/3_ego	480.0	ego_28.mp4	Did I throw the drill on the ground?	yes 	"['yes ', ""I don't know"", 'no', 'maybe']"	1039	(C) no	0.0
ego	video/3_ego	480.0	ego_28.mp4	Where did I keep the drill?	near the stairs 	['in the garage', 'near the stairs ', 'under the bed', 'in the kitchen']	1055	(B) near the stairs	1.0
ego	video/3_ego	480.0	ego_28.mp4	Did I attached the drill into the drill machine?	yes	"['yes', ""I don't know"", 'maybe', 'no']"	1155	(A) yes	1.0
topic_reasoning	video/7_topic_reasoning	480.0	ego_28.mp4	What is the first-person character mainly doing in this video?	Installing stairs	['Installing stairs', 'Installing doors and windows', 'Installing air conditioning', 'Installing stove']	2082	(A) Installing stairs	0.0
ego	video/3_ego	480.0	ego_65.mp4	What did I put in the chopping machine?	wooden piece.	['wooden piece.', 'metal rod', 'glass jar', 'plastic bottle']	944	(A) wooden piece.	0.0
ego	video/3_ego	480.0	ego_65.mp4	What word was written on the wood cutting machine that I used?	Dewalt.	['Milwaukee', 'Makita', 'Bosch', 'Dewalt.']	1057	(B) Makita	1.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	Where was the cap?	on the shelve 	['in the drawer', 'on the table', 'on the shelve ', 'in the closet']	945	(A) in the drawer	1.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	where was the eyeglasses	on the table 	['on the table ', 'in the drawer', 'under the chair', 'in the car']	959	(C) under the chair	0.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	When the woman did dropped the paper?	After swipe	['Without swipe', 'During swipe', 'After swipe', 'Before swipe']	966	(B) During swipe	1.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	How many black bags are there?	2 black bags	['4 black bags', '1 black bag', '2 black bags', '3 black bags']	991	(C) 2 black bags	1.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	Where was the red bag ?	on the shelve 	['under the bed', 'in the car', 'in the closet', 'on the shelve ']	1058	(D) on the shelve	0.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	Did the lady plug the coffee machine?	yes	"[""I don't know"", 'yes', 'no', 'maybe']"	1064	(C) no	0.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	What word was written on the mirror door?	Skylounge	['Skydive', 'Skylounge', 'Skyscraper', 'Skylight']	1087	(B) Skylounge	0.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	Where was the bar code	on the door 	['on the ceiling', 'on the floor', 'on the door ', 'on the window']	1115	(C) on the door	1.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	In what room did i sawed the standing mirror?	Bed room	['Living room', 'Kitchen', 'Bathroom', 'Bed room']	1184	(D) Bed room	0.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	how  many cloth are hugging 	6 cloth are hugging	['3 cloth are hugging', '12 cloth are hugging', '6 cloth are hugging', '9 cloth are hugging']	1203	(A) 3 cloth are hugging	0.0
ego	video/3_ego	480.03333333333336	ego_80.mp4	In what place did I see the Tostitos bottle?	in the table shelve 	['in the table shelve ', 'in the bathroom', 'in the refrigerator', 'on the floor']	1221	(C) in the refrigerator	1.0
ego	video/3_ego	480.0	ego_46.mp4	Where was the 'wire plier'?	on the white boxes	['hanging on the wall', 'on the white boxes', 'in the toolbox', 'on the black boxes']	946	(C) in the toolbox	0.0
ego	video/3_ego	480.0	ego_46.mp4	Where was the screw packet?	On the dustbin	['Under the bed', 'On the dustbin', 'In the refrigerator', 'In the mailbox']	1061	(B) On the dustbin	1.0
ego	video/3_ego	480.0	ego_46.mp4	Where was the yellow spring knot?	On the dustbin	['In the bedroom', 'On the floor', 'In the kitchen', 'On the dustbin']	1181	(B) On the floor	0.0
ego	video/3_ego	480.0333333333333	ego_83.mp4	Did I open the laptop?	Yes.	"['Maybe.', 'No.', ""I don't know."", 'Yes.']"	948	D	0.0
ego	video/3_ego	480.0333333333333	ego_41.mp4	What did I put on the shelf?	Spray	['Book', 'Cup', 'Pencil', 'Spray']	950	(D) Spray	0.0
ego	video/3_ego	480.0333333333333	ego_41.mp4	Where did I keep the cap of the tank?	on the car bonnet 	['on the car bonnet ', 'under the bed', 'in the kitchen drawer', 'in the glove compartment']	967	(A) on the car bonnet	1.0
ego	video/3_ego	480.0333333333333	ego_41.mp4	Did I open the car hood?	Yes 	"[""I don't know"", ""I can't remember"", 'Yes ', 'No']"	989	(C) Yes	0.0
ego	video/3_ego	480.0333333333333	ego_41.mp4	Did I leave the car ignition on?	Yes	"['Maybe', 'Yes', ""I don't know"", 'No']"	996	(D) No	1.0
ego	video/3_ego	480.0333333333333	ego_41.mp4	What did I put in the front engine?	Plastic bottle	['Wooden stick', 'Metal spoon', 'Glass cup', 'Plastic bottle']	1088	(D) Plastic bottle	0.0
ego	video/3_ego	480.0333333333333	ego_41.mp4	Where was the white can before I picked it up?	inside the toolbox 	['on the kitchen counter', 'in the backyard', 'inside the toolbox ', 'underneath the couch']	1116	(C) inside the toolbox	0.0
ego	video/3_ego	480.0333333333333	ego_41.mp4	"What did I put in the dustbin?
"	box and egg shell	['banana peel and coffee grounds', 'box and egg shell', 'paper and plastic', 'glass bottle and aluminum can']	1131	(C) paper and plastic	1.0
